,Feature,Importance,Cumulative Importance,Cumulative Percentage
1701,cat__device_id_Linux_5519,0.0,1.0,100.0
1702,cat__device_id_Linux_5578,0.0,1.0,100.0
1703,cat__device_id_Linux_5590,0.0,1.0,100.0
1704,cat__device_id_Linux_5591,0.0,1.0,100.0
1705,cat__device_id_Linux_5638,0.0,1.0,100.0
1706,cat__device_id_Linux_5788,0.0,1.0,100.0
1707,cat__device_id_Linux_5828,0.0,1.0,100.0
1708,cat__device_id_Linux_5889,0.0,1.0,100.0
1700,cat__device_id_Linux_5466,0.0,1.0,100.0
1676,cat__device_id_Linux_4415,0.0,1.0,100.0
1677,cat__device_id_Linux_4437,0.0,1.0,100.0
1678,cat__device_id_Linux_4438,0.0,1.0,100.0
1679,cat__device_id_Linux_4471,0.0,1.0,100.0
1680,cat__device_id_Linux_4562,0.0,1.0,100.0
1681,cat__device_id_Linux_4643,0.0,1.0,100.0
1682,cat__device_id_Linux_4726,0.0,1.0,100.0
1692,cat__device_id_Linux_5105,0.0,1.0,100.0
1125,cat__ip_address_214.220.84.38,0.0,1.0,100.0
1685,cat__device_id_Linux_4788,0.0,1.0,100.0
1686,cat__device_id_Linux_4804,0.0,1.0,100.0
1687,cat__device_id_Linux_4828,0.0,1.0,100.0
1688,cat__device_id_Linux_4860,0.0,1.0,100.0
1689,cat__device_id_Linux_4869,0.0,1.0,100.0
1690,cat__device_id_Linux_4907,0.0,1.0,100.0
1691,cat__device_id_Linux_4912,0.0,1.0,100.0
1683,cat__device_id_Linux_4744,0.0,1.0,100.0
1728,cat__device_id_Linux_6965,0.0,1.0,100.0
1729,cat__device_id_Linux_7162,0.0,1.0,100.0
1730,cat__device_id_Linux_7210,0.0,1.0,100.0
1731,cat__device_id_Linux_7232,0.0,1.0,100.0
1732,cat__device_id_Linux_7313,0.0,1.0,100.0
1733,cat__device_id_Linux_7347,0.0,1.0,100.0
1734,cat__device_id_Linux_7348,0.0,1.0,100.0
1709,cat__device_id_Linux_5904,0.0,1.0,100.0
1736,cat__device_id_Linux_7540,0.0,1.0,100.0
1737,cat__device_id_Linux_7779,0.0,1.0,100.0
1738,cat__device_id_Linux_7793,0.0,1.0,100.0
1739,cat__device_id_Linux_7802,0.0,1.0,100.0
1740,cat__device_id_Linux_7929,0.0,1.0,100.0
1741,cat__device_id_Linux_8065,0.0,1.0,100.0
1742,cat__device_id_Linux_8126,0.0,1.0,100.0
1743,cat__device_id_Linux_8258,0.0,1.0,100.0
1735,cat__device_id_Linux_7432,0.0,1.0,100.0
1710,cat__device_id_Linux_5921,0.0,1.0,100.0
1711,cat__device_id_Linux_5989,0.0,1.0,100.0
1712,cat__device_id_Linux_5995,0.0,1.0,100.0
1713,cat__device_id_Linux_6119,0.0,1.0,100.0
1714,cat__device_id_Linux_6167,0.0,1.0,100.0
1715,cat__device_id_Linux_6169,0.0,1.0,100.0
1716,cat__device_id_Linux_6307,0.0,1.0,100.0
1717,cat__device_id_Linux_6319,0.0,1.0,100.0
1727,cat__device_id_Linux_6929,0.0,1.0,100.0
1719,cat__device_id_Linux_6434,0.0,1.0,100.0
1720,cat__device_id_Linux_6529,0.0,1.0,100.0
1721,cat__device_id_Linux_6621,0.0,1.0,100.0
1722,cat__device_id_Linux_6689,0.0,1.0,100.0
1723,cat__device_id_Linux_6690,0.0,1.0,100.0
1724,cat__device_id_Linux_6797,0.0,1.0,100.0
1725,cat__device_id_Linux_6826,0.0,1.0,100.0
1726,cat__device_id_Linux_6885,0.0,1.0,100.0
1718,cat__device_id_Linux_6395,0.0,1.0,100.0
1902,cat__device_id_Mac_7782,0.0,1.0,100.0
1903,cat__device_id_Mac_7824,0.0,1.0,100.0
1904,cat__device_id_Mac_7945,0.0,1.0,100.0
1905,cat__device_id_Mac_7974,0.0,1.0,100.0
1906,cat__device_id_Mac_8144,0.0,1.0,100.0
1907,cat__device_id_Mac_8155,0.0,1.0,100.0
1908,cat__device_id_Mac_8161,0.0,1.0,100.0
1813,cat__device_id_Mac_2972,0.0,1.0,100.0
1910,cat__device_id_Mac_8400,0.0,1.0,100.0
1911,cat__device_id_Mac_8418,0.0,1.0,100.0
1912,cat__device_id_Mac_8485,0.0,1.0,100.0
1913,cat__device_id_Mac_8548,0.0,1.0,100.0
1914,cat__device_id_Mac_8598,0.0,1.0,100.0
1915,cat__device_id_Mac_8774,0.0,1.0,100.0
1916,cat__device_id_Mac_8802,0.0,1.0,100.0
1917,cat__device_id_Mac_8816,0.0,1.0,100.0
1909,cat__device_id_Mac_8168,0.0,1.0,100.0
1885,cat__device_id_Mac_6946,0.0,1.0,100.0
1886,cat__device_id_Mac_7031,0.0,1.0,100.0
1887,cat__device_id_Mac_7058,0.0,1.0,100.0
1888,cat__device_id_Mac_7081,0.0,1.0,100.0
1889,cat__device_id_Mac_7235,0.0,1.0,100.0
1890,cat__device_id_Mac_7251,0.0,1.0,100.0
1891,cat__device_id_Mac_7288,0.0,1.0,100.0
1901,cat__device_id_Mac_7737,0.0,1.0,100.0
1893,cat__device_id_Mac_7369,0.0,1.0,100.0
1894,cat__device_id_Mac_7390,0.0,1.0,100.0
1895,cat__device_id_Mac_7459,0.0,1.0,100.0
1896,cat__device_id_Mac_7476,0.0,1.0,100.0
1897,cat__device_id_Mac_7505,0.0,1.0,100.0
1898,cat__device_id_Mac_7566,0.0,1.0,100.0
1899,cat__device_id_Mac_7631,0.0,1.0,100.0
1900,cat__device_id_Mac_7719,0.0,1.0,100.0
1892,cat__device_id_Mac_7350,0.0,1.0,100.0
1937,cat__device_id_Mac_9753,0.0,1.0,100.0
1938,cat__device_id_Mac_9791,0.0,1.0,100.0
1939,cat__device_id_Mac_9797,0.0,1.0,100.0
1940,cat__device_id_Mac_9841,0.0,1.0,100.0
1941,cat__device_id_Mac_9856,0.0,1.0,100.0
1942,cat__device_id_Windows_1107,0.0,1.0,100.0
1943,cat__device_id_Windows_1137,0.0,1.0,100.0
1918,cat__device_id_Mac_8836,0.0,1.0,100.0
1945,cat__device_id_Windows_1172,0.0,1.0,100.0
1946,cat__device_id_Windows_1225,0.0,1.0,100.0
1947,cat__device_id_Windows_1324,0.0,1.0,100.0
1948,cat__device_id_Windows_1447,0.0,1.0,100.0
1949,cat__device_id_Windows_1601,0.0,1.0,100.0
1950,cat__device_id_Windows_1612,0.0,1.0,100.0
1951,cat__device_id_Windows_1646,0.0,1.0,100.0
1952,cat__device_id_Windows_1701,0.0,1.0,100.0
1944,cat__device_id_Windows_1149,0.0,1.0,100.0
1919,cat__device_id_Mac_8852,0.0,1.0,100.0
1920,cat__device_id_Mac_8936,0.0,1.0,100.0
1921,cat__device_id_Mac_9151,0.0,1.0,100.0
1922,cat__device_id_Mac_9169,0.0,1.0,100.0
1923,cat__device_id_Mac_9215,0.0,1.0,100.0
1924,cat__device_id_Mac_9221,0.0,1.0,100.0
1925,cat__device_id_Mac_9269,0.0,1.0,100.0
1926,cat__device_id_Mac_9290,0.0,1.0,100.0
1936,cat__device_id_Mac_9714,0.0,1.0,100.0
1928,cat__device_id_Mac_9346,0.0,1.0,100.0
1929,cat__device_id_Mac_9383,0.0,1.0,100.0
1930,cat__device_id_Mac_9399,0.0,1.0,100.0
1931,cat__device_id_Mac_9469,0.0,1.0,100.0
1932,cat__device_id_Mac_9579,0.0,1.0,100.0
1933,cat__device_id_Mac_9615,0.0,1.0,100.0
1934,cat__device_id_Mac_9704,0.0,1.0,100.0
1935,cat__device_id_Mac_9709,0.0,1.0,100.0
1927,cat__device_id_Mac_9331,0.0,1.0,100.0
1832,cat__device_id_Mac_4161,0.0,1.0,100.0
1833,cat__device_id_Mac_4181,0.0,1.0,100.0
1834,cat__device_id_Mac_4212,0.0,1.0,100.0
1835,cat__device_id_Mac_4256,0.0,1.0,100.0
1836,cat__device_id_Mac_4271,0.0,1.0,100.0
1837,cat__device_id_Mac_4558,0.0,1.0,100.0
1838,cat__device_id_Mac_4571,0.0,1.0,100.0
1884,cat__device_id_Mac_6827,0.0,1.0,100.0
1840,cat__device_id_Mac_4613,0.0,1.0,100.0
1841,cat__device_id_Mac_4614,0.0,1.0,100.0
1842,cat__device_id_Mac_4638,0.0,1.0,100.0
1843,cat__device_id_Mac_4796,0.0,1.0,100.0
1844,cat__device_id_Mac_4893,0.0,1.0,100.0
1845,cat__device_id_Mac_4924,0.0,1.0,100.0
1846,cat__device_id_Mac_4938,0.0,1.0,100.0
1847,cat__device_id_Mac_4940,0.0,1.0,100.0
1839,cat__device_id_Mac_4610,0.0,1.0,100.0
1814,cat__device_id_Mac_2986,0.0,1.0,100.0
1815,cat__device_id_Mac_3071,0.0,1.0,100.0
1816,cat__device_id_Mac_3089,0.0,1.0,100.0
1817,cat__device_id_Mac_3136,0.0,1.0,100.0
1818,cat__device_id_Mac_3196,0.0,1.0,100.0
1819,cat__device_id_Mac_3203,0.0,1.0,100.0
1820,cat__device_id_Mac_3213,0.0,1.0,100.0
1821,cat__device_id_Mac_3278,0.0,1.0,100.0
1831,cat__device_id_Mac_4129,0.0,1.0,100.0
1823,cat__device_id_Mac_3465,0.0,1.0,100.0
1824,cat__device_id_Mac_3545,0.0,1.0,100.0
1825,cat__device_id_Mac_3572,0.0,1.0,100.0
1826,cat__device_id_Mac_3727,0.0,1.0,100.0
1827,cat__device_id_Mac_3740,0.0,1.0,100.0
1828,cat__device_id_Mac_3920,0.0,1.0,100.0
1829,cat__device_id_Mac_3996,0.0,1.0,100.0
1830,cat__device_id_Mac_4027,0.0,1.0,100.0
1822,cat__device_id_Mac_3438,0.0,1.0,100.0
1868,cat__device_id_Mac_6142,0.0,1.0,100.0
1869,cat__device_id_Mac_6172,0.0,1.0,100.0
1870,cat__device_id_Mac_6185,0.0,1.0,100.0
1871,cat__device_id_Mac_6298,0.0,1.0,100.0
1872,cat__device_id_Mac_6299,0.0,1.0,100.0
1873,cat__device_id_Mac_6312,0.0,1.0,100.0
1874,cat__device_id_Mac_6316,0.0,1.0,100.0
1849,cat__device_id_Mac_4982,0.0,1.0,100.0
1876,cat__device_id_Mac_6431,0.0,1.0,100.0
1877,cat__device_id_Mac_6450,0.0,1.0,100.0
1878,cat__device_id_Mac_6483,0.0,1.0,100.0
1879,cat__device_id_Mac_6527,0.0,1.0,100.0
1880,cat__device_id_Mac_6606,0.0,1.0,100.0
1881,cat__device_id_Mac_6640,0.0,1.0,100.0
1882,cat__device_id_Mac_6785,0.0,1.0,100.0
1883,cat__device_id_Mac_6821,0.0,1.0,100.0
1875,cat__device_id_Mac_6340,0.0,1.0,100.0
1850,cat__device_id_Mac_4991,0.0,1.0,100.0
1851,cat__device_id_Mac_5049,0.0,1.0,100.0
1852,cat__device_id_Mac_5094,0.0,1.0,100.0
1853,cat__device_id_Mac_5243,0.0,1.0,100.0
1854,cat__device_id_Mac_5302,0.0,1.0,100.0
1855,cat__device_id_Mac_5365,0.0,1.0,100.0
1856,cat__device_id_Mac_5420,0.0,1.0,100.0
1857,cat__device_id_Mac_5445,0.0,1.0,100.0
1867,cat__device_id_Mac_6118,0.0,1.0,100.0
1859,cat__device_id_Mac_5573,0.0,1.0,100.0
1860,cat__device_id_Mac_5581,0.0,1.0,100.0
1861,cat__device_id_Mac_5694,0.0,1.0,100.0
1862,cat__device_id_Mac_5747,0.0,1.0,100.0
1863,cat__device_id_Mac_5823,0.0,1.0,100.0
1864,cat__device_id_Mac_5895,0.0,1.0,100.0
1865,cat__device_id_Mac_5994,0.0,1.0,100.0
1866,cat__device_id_Mac_6044,0.0,1.0,100.0
1858,cat__device_id_Mac_5528,0.0,1.0,100.0
374,"cat__shipping_address_539 Market St, Phoenix",0.0,1.0,100.0
375,"cat__shipping_address_54 Broadway, New York",0.0,1.0,100.0
376,"cat__shipping_address_542 Broadway, Phoenix",0.0,1.0,100.0
377,"cat__shipping_address_543 Broadway, Phoenix",0.0,1.0,100.0
378,"cat__shipping_address_543 Park Ave, Houston",0.0,1.0,100.0
379,"cat__shipping_address_544 State St, Los Angeles",0.0,1.0,100.0
380,"cat__shipping_address_546 Market St, Phoenix",0.0,1.0,100.0
1118,cat__ip_address_212.39.156.25,0.0,1.0,100.0
382,"cat__shipping_address_547 Park Ave, Chicago",0.0,1.0,100.0
383,"cat__shipping_address_550 Main St, Houston",0.0,1.0,100.0
384,"cat__shipping_address_552 State St, Phoenix",0.0,1.0,100.0
385,"cat__shipping_address_553 Market St, Houston",0.0,1.0,100.0
386,"cat__shipping_address_555 Main St, New York",0.0,1.0,100.0
387,"cat__shipping_address_556 Broadway, Chicago",0.0,1.0,100.0
388,"cat__shipping_address_560 Broadway, Chicago",0.0,1.0,100.0
389,"cat__shipping_address_562 State St, Phoenix",0.0,1.0,100.0
381,"cat__shipping_address_547 Main St, Phoenix",0.0,1.0,100.0
357,"cat__shipping_address_516 Park Ave, Phoenix",0.0,1.0,100.0
358,"cat__shipping_address_518 Market St, Los Angeles",0.0,1.0,100.0
359,"cat__shipping_address_52 Broadway, Houston",0.0,1.0,100.0
360,"cat__shipping_address_520 State St, Phoenix",0.0,1.0,100.0
361,"cat__shipping_address_524 Market St, Los Angeles",0.0,1.0,100.0
362,"cat__shipping_address_526 Market St, Houston",0.0,1.0,100.0
363,"cat__shipping_address_526 Park Ave, New York",0.0,1.0,100.0
373,"cat__shipping_address_537 State St, Phoenix",0.0,1.0,100.0
365,"cat__shipping_address_528 State St, Chicago",0.0,1.0,100.0
366,"cat__shipping_address_531 Market St, Phoenix",0.0,1.0,100.0
367,"cat__shipping_address_531 Park Ave, Chicago",0.0,1.0,100.0
368,"cat__shipping_address_532 Market St, Los Angeles",0.0,1.0,100.0
369,"cat__shipping_address_536 Broadway, Chicago",0.0,1.0,100.0
370,"cat__shipping_address_537 Broadway, New York",0.0,1.0,100.0
371,"cat__shipping_address_537 Main St, Houston",0.0,1.0,100.0
372,"cat__shipping_address_537 Market St, Los Angeles",0.0,1.0,100.0
364,"cat__shipping_address_528 Broadway, New York",0.0,1.0,100.0
409,"cat__shipping_address_591 Market St, Los Angeles",0.0,1.0,100.0
410,"cat__shipping_address_592 Park Ave, New York",0.0,1.0,100.0
411,"cat__shipping_address_592 State St, Chicago",0.0,1.0,100.0
412,"cat__shipping_address_592 State St, Los Angeles",0.0,1.0,100.0
413,"cat__shipping_address_593 Main St, Chicago",0.0,1.0,100.0
414,"cat__shipping_address_593 Main St, New York",0.0,1.0,100.0
415,"cat__shipping_address_594 Broadway, Los Angeles",0.0,1.0,100.0
390,"cat__shipping_address_564 Broadway, Chicago",0.0,1.0,100.0
417,"cat__shipping_address_595 Broadway, New York",0.0,1.0,100.0
418,"cat__shipping_address_598 Market St, Los Angeles",0.0,1.0,100.0
419,"cat__shipping_address_599 Market St, Chicago",0.0,1.0,100.0
420,"cat__shipping_address_60 Park Ave, Phoenix",0.0,1.0,100.0
421,"cat__shipping_address_600 Market St, Houston",0.0,1.0,100.0
422,"cat__shipping_address_601 Park Ave, Los Angeles",0.0,1.0,100.0
423,"cat__shipping_address_602 Main St, Chicago",0.0,1.0,100.0
424,"cat__shipping_address_602 Park Ave, Houston",0.0,1.0,100.0
416,"cat__shipping_address_594 Market St, Los Angeles",0.0,1.0,100.0
391,"cat__shipping_address_565 Main St, Phoenix",0.0,1.0,100.0
392,"cat__shipping_address_568 Main St, Phoenix",0.0,1.0,100.0
393,"cat__shipping_address_569 Park Ave, Houston",0.0,1.0,100.0
394,"cat__shipping_address_570 Main St, Phoenix",0.0,1.0,100.0
395,"cat__shipping_address_570 Market St, New York",0.0,1.0,100.0
396,"cat__shipping_address_572 Broadway, Los Angeles",0.0,1.0,100.0
397,"cat__shipping_address_572 Market St, Phoenix",0.0,1.0,100.0
398,"cat__shipping_address_573 Broadway, New York",0.0,1.0,100.0
408,"cat__shipping_address_591 Main St, Los Angeles",0.0,1.0,100.0
400,"cat__shipping_address_573 State St, Chicago",0.0,1.0,100.0
401,"cat__shipping_address_576 Main St, Chicago",0.0,1.0,100.0
402,"cat__shipping_address_577 Park Ave, Los Angeles",0.0,1.0,100.0
403,"cat__shipping_address_578 Main St, New York",0.0,1.0,100.0
404,"cat__shipping_address_580 Market St, New York",0.0,1.0,100.0
405,"cat__shipping_address_584 State St, Los Angeles",0.0,1.0,100.0
406,"cat__shipping_address_587 Main St, Los Angeles",0.0,1.0,100.0
407,"cat__shipping_address_590 Market St, Houston",0.0,1.0,100.0
399,"cat__shipping_address_573 Market St, Chicago",0.0,1.0,100.0
305,"cat__shipping_address_461 State St, Los Angeles",0.0,1.0,100.0
306,"cat__shipping_address_462 Market St, Chicago",0.0,1.0,100.0
307,"cat__shipping_address_462 State St, Chicago",0.0,1.0,100.0
308,"cat__shipping_address_465 Main St, Chicago",0.0,1.0,100.0
309,"cat__shipping_address_466 Broadway, Chicago",0.0,1.0,100.0
310,"cat__shipping_address_467 Broadway, Los Angeles",0.0,1.0,100.0
311,"cat__shipping_address_467 Market St, Phoenix",0.0,1.0,100.0
356,"cat__shipping_address_516 Broadway, Los Angeles",0.0,1.0,100.0
313,"cat__shipping_address_47 Main St, Los Angeles",0.0,1.0,100.0
314,"cat__shipping_address_47 Market St, New York",0.0,1.0,100.0
315,"cat__shipping_address_47 Park Ave, Houston",0.0,1.0,100.0
316,"cat__shipping_address_47 State St, Chicago",0.0,1.0,100.0
317,"cat__shipping_address_470 Main St, New York",0.0,1.0,100.0
318,"cat__shipping_address_470 State St, Phoenix",0.0,1.0,100.0
319,"cat__shipping_address_471 Broadway, New York",0.0,1.0,100.0
320,"cat__shipping_address_471 State St, Chicago",0.0,1.0,100.0
312,"cat__shipping_address_468 State St, New York",0.0,1.0,100.0
285,"cat__shipping_address_447 State St, Houston",0.0,1.0,100.0
286,"cat__shipping_address_448 Main St, Los Angeles",0.0,1.0,100.0
287,"cat__shipping_address_45 Market St, Chicago",0.0,1.0,100.0
288,"cat__shipping_address_45 State St, Chicago",0.0,1.0,100.0
289,"cat__shipping_address_450 Park Ave, Phoenix",0.0,1.0,100.0
290,"cat__shipping_address_451 Main St, Chicago",0.0,1.0,100.0
292,"cat__shipping_address_452 Broadway, Los Angeles",0.0,1.0,100.0
293,"cat__shipping_address_453 Broadway, Chicago",0.0,1.0,100.0
304,"cat__shipping_address_461 Broadway, Los Angeles",0.0,1.0,100.0
295,"cat__shipping_address_454 Market St, Houston",0.0,1.0,100.0
296,"cat__shipping_address_455 Main St, Phoenix",0.0,1.0,100.0
297,"cat__shipping_address_455 Market St, Los Angeles",0.0,1.0,100.0
298,"cat__shipping_address_458 Main St, Chicago",0.0,1.0,100.0
299,"cat__shipping_address_458 State St, Houston",0.0,1.0,100.0
300,"cat__shipping_address_46 Broadway, Phoenix",0.0,1.0,100.0
301,"cat__shipping_address_46 Main St, Chicago",0.0,1.0,100.0
303,"cat__shipping_address_460 State St, Phoenix",0.0,1.0,100.0
294,"cat__shipping_address_453 Market St, Los Angeles",0.0,1.0,100.0
340,"cat__shipping_address_499 State St, Chicago",0.0,1.0,100.0
341,"cat__shipping_address_50 Main St, Chicago",0.0,1.0,100.0
342,"cat__shipping_address_501 Broadway, New York",0.0,1.0,100.0
343,"cat__shipping_address_501 Main St, Phoenix",0.0,1.0,100.0
344,"cat__shipping_address_501 Park Ave, Phoenix",0.0,1.0,100.0
345,"cat__shipping_address_504 Main St, Phoenix",0.0,1.0,100.0
346,"cat__shipping_address_505 Main St, New York",0.0,1.0,100.0
321,"cat__shipping_address_472 Broadway, Los Angeles",0.0,1.0,100.0
348,"cat__shipping_address_51 Main St, Chicago",0.0,1.0,100.0
349,"cat__shipping_address_510 State St, Chicago",0.0,1.0,100.0
350,"cat__shipping_address_511 Broadway, Phoenix",0.0,1.0,100.0
351,"cat__shipping_address_514 Broadway, Los Angeles",0.0,1.0,100.0
352,"cat__shipping_address_514 State St, Houston",0.0,1.0,100.0
353,"cat__shipping_address_515 Main St, New York",0.0,1.0,100.0
354,"cat__shipping_address_515 State St, Chicago",0.0,1.0,100.0
355,"cat__shipping_address_515 State St, Los Angeles",0.0,1.0,100.0
347,"cat__shipping_address_507 State St, Houston",0.0,1.0,100.0
322,"cat__shipping_address_472 Park Ave, Chicago",0.0,1.0,100.0
323,"cat__shipping_address_473 Broadway, Houston",0.0,1.0,100.0
324,"cat__shipping_address_473 Market St, New York",0.0,1.0,100.0
325,"cat__shipping_address_474 Market St, Chicago",0.0,1.0,100.0
326,"cat__shipping_address_474 Market St, New York",0.0,1.0,100.0
327,"cat__shipping_address_474 State St, Phoenix",0.0,1.0,100.0
328,"cat__shipping_address_477 Market St, Phoenix",0.0,1.0,100.0
329,"cat__shipping_address_478 State St, Chicago",0.0,1.0,100.0
339,"cat__shipping_address_493 Park Ave, Houston",0.0,1.0,100.0
331,"cat__shipping_address_481 Broadway, Chicago",0.0,1.0,100.0
332,"cat__shipping_address_482 Broadway, New York",0.0,1.0,100.0
333,"cat__shipping_address_482 State St, Houston",0.0,1.0,100.0
334,"cat__shipping_address_485 Main St, Phoenix",0.0,1.0,100.0
335,"cat__shipping_address_485 State St, Phoenix",0.0,1.0,100.0
336,"cat__shipping_address_487 State St, New York",0.0,1.0,100.0
337,"cat__shipping_address_489 Main St, Chicago",0.0,1.0,100.0
338,"cat__shipping_address_49 Park Ave, Houston",0.0,1.0,100.0
330,"cat__shipping_address_480 Main St, Los Angeles",0.0,1.0,100.0
513,"cat__shipping_address_702 Broadway, New York",0.0,1.0,100.0
514,"cat__shipping_address_703 Broadway, Phoenix",0.0,1.0,100.0
515,"cat__shipping_address_703 Main St, Houston",0.0,1.0,100.0
516,"cat__shipping_address_703 State St, Chicago",0.0,1.0,100.0
517,"cat__shipping_address_704 Park Ave, Chicago",0.0,1.0,100.0
518,"cat__shipping_address_707 Broadway, Houston",0.0,1.0,100.0
519,"cat__shipping_address_707 Main St, Chicago",0.0,1.0,100.0
425,"cat__shipping_address_603 Broadway, New York",0.0,1.0,100.0
521,"cat__shipping_address_708 Park Ave, Houston",0.0,1.0,100.0
522,"cat__shipping_address_709 Market St, Chicago",0.0,1.0,100.0
523,"cat__shipping_address_709 Park Ave, Chicago",0.0,1.0,100.0
524,"cat__shipping_address_713 Market St, Los Angeles",0.0,1.0,100.0
525,"cat__shipping_address_713 Park Ave, Houston",0.0,1.0,100.0
526,"cat__shipping_address_714 Market St, Houston",0.0,1.0,100.0
527,"cat__shipping_address_715 Market St, Chicago",0.0,1.0,100.0
528,"cat__shipping_address_715 Park Ave, Phoenix",0.0,1.0,100.0
520,"cat__shipping_address_707 Market St, Chicago",0.0,1.0,100.0
496,"cat__shipping_address_681 Market St, Los Angeles",0.0,1.0,100.0
497,"cat__shipping_address_682 Broadway, Chicago",0.0,1.0,100.0
498,"cat__shipping_address_684 Main St, Houston",0.0,1.0,100.0
499,"cat__shipping_address_684 State St, Chicago",0.0,1.0,100.0
500,"cat__shipping_address_687 Broadway, New York",0.0,1.0,100.0
501,"cat__shipping_address_687 State St, Houston",0.0,1.0,100.0
502,"cat__shipping_address_688 Broadway, Houston",0.0,1.0,100.0
512,"cat__shipping_address_70 Main St, Chicago",0.0,1.0,100.0
504,"cat__shipping_address_69 Main St, New York",0.0,1.0,100.0
505,"cat__shipping_address_693 State St, New York",0.0,1.0,100.0
506,"cat__shipping_address_694 State St, Los Angeles",0.0,1.0,100.0
507,"cat__shipping_address_696 State St, Chicago",0.0,1.0,100.0
508,"cat__shipping_address_697 State St, New York",0.0,1.0,100.0
509,"cat__shipping_address_698 Park Ave, New York",0.0,1.0,100.0
510,"cat__shipping_address_699 Park Ave, Los Angeles",0.0,1.0,100.0
511,"cat__shipping_address_7 State St, Phoenix",0.0,1.0,100.0
503,"cat__shipping_address_688 Market St, Chicago",0.0,1.0,100.0
549,"cat__shipping_address_739 Broadway, Los Angeles",0.0,1.0,100.0
550,"cat__shipping_address_741 Main St, Houston",0.0,1.0,100.0
551,"cat__shipping_address_742 State St, Phoenix",0.0,1.0,100.0
552,"cat__shipping_address_744 Broadway, Phoenix",0.0,1.0,100.0
553,"cat__shipping_address_745 Park Ave, Los Angeles",0.0,1.0,100.0
554,"cat__shipping_address_750 Market St, New York",0.0,1.0,100.0
555,"cat__shipping_address_754 State St, New York",0.0,1.0,100.0
529,"cat__shipping_address_717 Broadway, Chicago",0.0,1.0,100.0
557,"cat__shipping_address_759 Main St, Houston",0.0,1.0,100.0
558,"cat__shipping_address_759 State St, Los Angeles",0.0,1.0,100.0
559,"cat__shipping_address_76 Market St, Phoenix",0.0,1.0,100.0
560,"cat__shipping_address_76 Park Ave, Chicago",0.0,1.0,100.0
561,"cat__shipping_address_760 Broadway, Los Angeles",0.0,1.0,100.0
562,"cat__shipping_address_761 State St, Los Angeles",0.0,1.0,100.0
563,"cat__shipping_address_763 Broadway, Los Angeles",0.0,1.0,100.0
564,"cat__shipping_address_763 State St, Phoenix",0.0,1.0,100.0
556,"cat__shipping_address_758 Broadway, Phoenix",0.0,1.0,100.0
530,"cat__shipping_address_717 Broadway, New York",0.0,1.0,100.0
531,"cat__shipping_address_720 Market St, New York",0.0,1.0,100.0
533,"cat__shipping_address_721 Market St, Los Angeles",0.0,1.0,100.0
534,"cat__shipping_address_722 Park Ave, Houston",0.0,1.0,100.0
535,"cat__shipping_address_723 Broadway, Houston",0.0,1.0,100.0
536,"cat__shipping_address_723 Market St, Houston",0.0,1.0,100.0
537,"cat__shipping_address_725 Park Ave, New York",0.0,1.0,100.0
538,"cat__shipping_address_727 Main St, Phoenix",0.0,1.0,100.0
548,"cat__shipping_address_738 Market St, Chicago",0.0,1.0,100.0
540,"cat__shipping_address_73 Main St, Los Angeles",0.0,1.0,100.0
541,"cat__shipping_address_730 Broadway, Houston",0.0,1.0,100.0
542,"cat__shipping_address_730 Market St, New York",0.0,1.0,100.0
543,"cat__shipping_address_731 Broadway, Houston",0.0,1.0,100.0
544,"cat__shipping_address_734 State St, Houston",0.0,1.0,100.0
545,"cat__shipping_address_735 Market St, Los Angeles",0.0,1.0,100.0
546,"cat__shipping_address_735 Market St, New York",0.0,1.0,100.0
547,"cat__shipping_address_738 Broadway, Phoenix",0.0,1.0,100.0
539,"cat__shipping_address_727 Market St, Chicago",0.0,1.0,100.0
444,"cat__shipping_address_620 Park Ave, Houston",0.0,1.0,100.0
445,"cat__shipping_address_621 State St, Los Angeles",0.0,1.0,100.0
446,"cat__shipping_address_622 Broadway, Los Angeles",0.0,1.0,100.0
447,"cat__shipping_address_622 Market St, Houston",0.0,1.0,100.0
448,"cat__shipping_address_623 Park Ave, New York",0.0,1.0,100.0
449,"cat__shipping_address_624 Broadway, New York",0.0,1.0,100.0
450,"cat__shipping_address_624 Park Ave, Phoenix",0.0,1.0,100.0
495,"cat__shipping_address_680 State St, Chicago",0.0,1.0,100.0
452,"cat__shipping_address_625 Market St, Los Angeles",0.0,1.0,100.0
453,"cat__shipping_address_627 State St, New York",0.0,1.0,100.0
454,"cat__shipping_address_63 Market St, Chicago",0.0,1.0,100.0
455,"cat__shipping_address_63 State St, Phoenix",0.0,1.0,100.0
456,"cat__shipping_address_630 Market St, Chicago",0.0,1.0,100.0
457,"cat__shipping_address_631 Market St, Chicago",0.0,1.0,100.0
458,"cat__shipping_address_631 State St, Chicago",0.0,1.0,100.0
459,"cat__shipping_address_633 Main St, Los Angeles",0.0,1.0,100.0
451,"cat__shipping_address_625 Market St, Chicago",0.0,1.0,100.0
426,"cat__shipping_address_603 Park Ave, New York",0.0,1.0,100.0
427,"cat__shipping_address_605 Market St, New York",0.0,1.0,100.0
428,"cat__shipping_address_606 Main St, Chicago",0.0,1.0,100.0
429,"cat__shipping_address_607 Park Ave, New York",0.0,1.0,100.0
430,"cat__shipping_address_608 Main St, Houston",0.0,1.0,100.0
431,"cat__shipping_address_609 Main St, Houston",0.0,1.0,100.0
